PG_ID,Location,Latitude,Longitude,Distance_From_Center_KM,Rent,Sharing,Gender,Meals_Per_Day,Weekend_Food,WiFi,AC,Laundry,Parking,Housekeeping,Lift,Security,CCTV,Power_Backup,Drinking_Water,Floors,Food_Type,Pets_Allowed,Visitors_Allowed,Smoking_Area,Curfew_Time,Available_From,Availability
859,jakkur,13.08,77.6,5.01,8902,Double,Boys,2,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,3,Both,Yes,Yes,No,No Curfew,06-05-2026,Full
860,bagalur,13.12,77.65,11.12,11348,Single,Girls,3,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,2,Non-Veg,Yes,No,No,No Curfew,20-05-2026,Full
861,sahakar nagar,13.06,77.58,3.36,10503,Double,Boys,3,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,2,Non-Veg,No,No,No,9:00 PM,01-05-2026,Available
862,bagalur,13.12,77.65,11.12,7577,Double,Co-ed,2,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,5,Both,No,Yes,No,9:00 PM,03-05-2026,Full
863,kalyan nagar,13.025,77.64,4.9,6003,Double,Co-ed,2,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,2,Veg,Yes,Yes,Yes,10:00 PM,13-05-2026,Full
864,hebbal,13.035,77.597,0,12044,Single,Co-ed,3,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,2,Veg,No,No,Yes,11:00 PM,12-05-2026,Full
865,hennur,13.05,77.64,5.06,4254,Triple,Co-ed,2,No,No,Yes,No,No,No,No,No,Yes,No,Yes,2,Both,Yes,Yes,No,11:00 PM,05-05-2026,Available
866,kalyan nagar,13.025,77.64,4.9,6927,Double,Boys,2,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,1,Both,No,Yes,No,9:00 PM,21-04-2026,Available
867,kothanur,13.06,77.65,6.5,4809,Triple,Co-ed,2,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,5,Both,Yes,No,No,11:00 PM,25-04-2026,Full
868,nagawara,13.04,77.62,2.61,11846,Double,Co-ed,2,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,2,Veg,No,No,No,9:00 PM,25-04-2026,Full
869,hebbal,13.035,77.597,0,10529,Single,Girls,2,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,3,Both,No,Yes,No,No Curfew,13-05-2026,Full
870,horamavu,13.03,77.67,8.12,5031,Triple,Co-ed,3,No,No,No,Yes,No,No,No,No,No,No,Yes,1,Non-Veg,Yes,Yes,Yes,11:00 PM,08-05-2026,Available
871,kothanur,13.06,77.65,6.5,7582,Double,Boys,3,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,3,Non-Veg,Yes,Yes,No,11:00 PM,23-04-2026,Available
872,jakkur,13.08,77.6,5.01,9048,Double,Co-ed,2,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,5,Both,Yes,No,Yes,No Curfew,13-05-2026,Available
873,jakkur,13.08,77.6,5.01,17463,Single,Girls,2,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,1,Both,Yes,Yes,No,9:00 PM,27-04-2026,Available
874,sahakar nagar,13.06,77.58,3.36,11063,Double,Co-ed,2,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,1,Non-Veg,No,Yes,No,9:00 PM,15-05-2026,Full
875,nagawara,13.04,77.62,2.61,7161,Triple,Girls,3,Yes,No,No,No,No,No,No,Yes,No,No,Yes,1,Veg,No,Yes,No,10:00 PM,19-05-2026,Full
876,hennur,13.05,77.64,5.06,7434,Triple,Co-ed,3,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,5,Non-Veg,Yes,Yes,Yes,9:00 PM,24-04-2026,Available
877,sahakar nagar,13.06,77.58,3.36,7572,Triple,Boys,2,No,No,No,No,No,No,Yes,Yes,No,No,Yes,5,Non-Veg,No,No,No,10:00 PM,05-05-2026,Full
878,yelahanka,13.1,77.596,7.22,15121,Single,Boys,3,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,3,Both,No,Yes,No,10:00 PM,04-05-2026,Full
879,sahakar nagar,13.06,77.58,3.36,5648,Triple,Co-ed,3,No,No,No,No,Yes,No,No,No,No,No,Yes,2,Non-Veg,Yes,Yes,Yes,10:00 PM,15-05-2026,Available
880,kammanahalli,13.02,77.635,4.53,7461,Double,Boys,3,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,5,Non-Veg,No,Yes,No,11:00 PM,14-05-2026,Available
881,rt nagar,13.022,77.594,1.48,8677,Double,Girls,3,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,2,Non-Veg,No,Yes,No,11:00 PM,10-05-2026,Available
882,kothanur,13.06,77.65,6.5,15643,Single,Girls,3,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,5,Both,Yes,Yes,No,9:00 PM,14-05-2026,Available
883,kodigehalli,13.07,77.58,4.32,5488,Triple,Co-ed,2,No,No,No,No,No,No,No,No,No,No,Yes,2,Veg,No,Yes,No,11:00 PM,23-04-2026,Available
884,jakkur,13.08,77.6,5.01,17585,Single,Boys,2,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2,Non-Veg,Yes,Yes,No,9:00 PM,05-05-2026,Available
885,rt nagar,13.022,77.594,1.48,11614,Double,Co-ed,2,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,5,Veg,No,Yes,Yes,No Curfew,12-05-2026,Available
886,kalyan nagar,13.025,77.64,4.9,7991,Triple,Boys,2,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,3,Veg,No,Yes,Yes,11:00 PM,24-04-2026,Full
887,jakkur,13.08,77.6,5.01,10982,Single,Co-ed,2,No,No,No,No,No,No,No,No,No,Yes,No,1,Non-Veg,No,Yes,Yes,10:00 PM,13-05-2026,Available
888,kothanur,13.06,77.65,6.5,6419,Double,Boys,3,No,No,No,Yes,Yes,No,No,Yes,No,No,No,1,Non-Veg,No,Yes,No,No Curfew,23-04-2026,Available
889,yelahanka,13.1,77.596,7.22,12543,Single,Co-ed,3,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,5,Both,No,Yes,No,No Curfew,20-05-2026,Full
890,hennur,13.05,77.64,5.06,6277,Double,Boys,3,No,No,No,No,No,No,Yes,Yes,No,No,Yes,3,Non-Veg,Yes,Yes,No,No Curfew,01-05-2026,Available
891,vidyaranyapura,13.08,77.55,7.22,6556,Triple,Girls,3,No,No,No,No,No,No,No,No,No,No,Yes,5,Veg,No,Yes,No,10:00 PM,05-05-2026,Available
892,rt nagar,13.022,77.594,1.48,7362,Double,Co-ed,3,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,5,Veg,No,Yes,No,10:00 PM,16-05-2026,Available
893,kammanahalli,13.02,77.635,4.53,6274,Triple,Boys,3,No,No,No,No,No,No,No,Yes,Yes,No,Yes,3,Veg,No,No,Yes,No Curfew,17-05-2026,Full
894,kammanahalli,13.02,77.635,4.53,6026,Triple,Boys,3,No,No,No,Yes,No,No,No,No,No,No,Yes,3,Non-Veg,No,Yes,No,9:00 PM,09-05-2026,Available
895,jakkur,13.08,77.6,5.01,9878,Double,Boys,2,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,2,Non-Veg,Yes,Yes,Yes,No Curfew,21-04-2026,Available
896,rt nagar,13.022,77.594,1.48,11700,Double,Girls,2,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,1,Both,No,No,No,9:00 PM,08-05-2026,Available
897,bagalur,13.12,77.65,11.12,10063,Double,Boys,3,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,1,Veg,No,Yes,Yes,No Curfew,16-05-2026,Available
898,kodigehalli,13.07,77.58,4.32,18713,Single,Co-ed,2,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,3,Veg,No,No,Yes,11:00 PM,10-05-2026,Available
899,kammanahalli,13.02,77.635,4.53,15577,Single,Girls,2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,5,Non-Veg,Yes,Yes,No,10:00 PM,07-05-2026,Available
900,yelahanka,13.1,77.596,7.22,11743,Double,Co-ed,3,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,2,Veg,No,No,No,9:00 PM,10-05-2026,Available
901,hennur,13.05,77.64,5.06,6548,Double,Boys,3,Yes,No,No,No,Yes,No,No,No,No,No,Yes,3,Non-Veg,No,Yes,Yes,11:00 PM,10-05-2026,Available
902,hebbal,13.035,77.597,0,9672,Double,Girls,3,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,3,Non-Veg,Yes,No,No,9:00 PM,06-05-2026,Full
903,kalyan nagar,13.025,77.64,4.9,6110,Triple,Girls,2,No,No,No,No,No,No,No,No,No,Yes,No,5,Both,No,No,Yes,9:00 PM,02-05-2026,Available
904,bagalur,13.12,77.65,11.12,16899,Single,Co-ed,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,Non-Veg,No,Yes,Yes,11:00 PM,03-05-2026,Available
905,vidyaranyapura,13.08,77.55,7.22,4483,Triple,Boys,2,Yes,No,No,No,No,No,No,No,No,No,Yes,4,Non-Veg,No,Yes,Yes,10:00 PM,04-05-2026,Available
906,rt nagar,13.022,77.594,1.48,11950,Double,Co-ed,2,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,3,Both,Yes,Yes,No,No Curfew,23-04-2026,Available
907,jakkur,13.08,77.6,5.01,6305,Double,Boys,2,No,Yes,No,No,No,No,Yes,No,No,No,Yes,1,Veg,Yes,Yes,No,11:00 PM,06-05-2026,Available
908,hebbal,13.035,77.597,0,6917,Triple,Girls,3,Yes,Yes,No,No,No,No,No,No,No,No,Yes,3,Both,Yes,No,No,10:00 PM,27-04-2026,Full
909,kammanahalli,13.02,77.635,4.53,9590,Double,Boys,3,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,4,Non-Veg,Yes,No,Yes,No Curfew,02-05-2026,Full
910,kammanahalli,13.02,77.635,4.53,7541,Triple,Boys,3,No,No,No,No,No,No,No,No,Yes,No,Yes,3,Both,Yes,No,Yes,9:00 PM,25-04-2026,Full
911,bagalur,13.12,77.65,11.12,17989,Single,Co-ed,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,Non-Veg,No,No,No,No Curfew,02-05-2026,Available
912,thanisandra,13.05,77.62,3.05,19505,Single,Co-ed,3,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2,Non-Veg,No,No,No,9:00 PM,26-04-2026,Available
913,sahakar nagar,13.06,77.58,3.36,4877,Triple,Girls,3,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,3,Non-Veg,No,No,No,No Curfew,09-05-2026,Available
914,bagalur,13.12,77.65,11.12,10319,Double,Girls,2,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,1,Non-Veg,No,No,Yes,9:00 PM,10-05-2026,Full
915,nagawara,13.04,77.62,2.61,10536,Double,Boys,3,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,4,Veg,Yes,Yes,Yes,10:00 PM,16-05-2026,Available
916,nagawara,13.04,77.62,2.61,18355,Single,Girls,3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,5,Non-Veg,Yes,No,No,11:00 PM,13-05-2026,Available
917,kammanahalli,13.02,77.635,4.53,5879,Triple,Co-ed,3,No,No,Yes,No,No,No,No,No,No,No,Yes,2,Both,No,No,No,11:00 PM,03-05-2026,Available
918,bagalur,13.12,77.65,11.12,6639,Triple,Co-ed,3,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,4,Veg,No,No,Yes,11:00 PM,03-05-2026,Full
919,kammanahalli,13.02,77.635,4.53,7654,Double,Co-ed,2,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,5,Non-Veg,Yes,No,No,9:00 PM,27-04-2026,Available
920,horamavu,13.03,77.67,8.12,7238,Double,Boys,2,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,3,Non-Veg,No,No,No,11:00 PM,25-04-2026,Available
921,hebbal,13.035,77.597,0,18799,Single,Girls,2,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,4,Both,No,Yes,Yes,10:00 PM,20-05-2026,Available
922,jakkur,13.08,77.6,5.01,6618,Double,Boys,2,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,2,Both,No,No,Yes,10:00 PM,10-05-2026,Available
923,kothanur,13.06,77.65,6.5,19985,Single,Girls,2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,2,Veg,No,Yes,No,10:00 PM,30-04-2026,Full
924,kothanur,13.06,77.65,6.5,9131,Single,Co-ed,3,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,5,Both,No,No,Yes,10:00 PM,05-05-2026,Full
925,hennur,13.05,77.64,5.06,9728,Double,Boys,2,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,2,Veg,No,No,No,11:00 PM,15-05-2026,Full
926,hebbal,13.035,77.597,0,7611,Triple,Boys,3,No,No,No,No,No,No,No,Yes,No,No,Yes,1,Non-Veg,Yes,No,No,9:00 PM,03-05-2026,Full
927,kammanahalli,13.02,77.635,4.53,11182,Double,Boys,3,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,4,Veg,Yes,Yes,Yes,No Curfew,25-04-2026,Full
928,kothanur,13.06,77.65,6.5,19207,Single,Co-ed,2,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,4,Both,No,No,No,No Curfew,11-05-2026,Full
929,sahakar nagar,13.06,77.58,3.36,10021,Double,Girls,3,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,4,Non-Veg,No,Yes,No,9:00 PM,17-05-2026,Available
930,kodigehalli,13.07,77.58,4.32,13591,Single,Co-ed,3,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,1,Non-Veg,No,No,Yes,9:00 PM,12-05-2026,Available
931,vidyaranyapura,13.08,77.55,7.22,10205,Single,Co-ed,3,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,1,Non-Veg,No,Yes,No,11:00 PM,28-04-2026,Full
932,hennur,13.05,77.64,5.06,4720,Triple,Co-ed,3,No,No,No,No,No,Yes,No,No,Yes,No,Yes,4,Non-Veg,Yes,No,No,10:00 PM,16-05-2026,Full
933,hennur,13.05,77.64,5.06,8267,Double,Boys,3,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,5,Non-Veg,Yes,Yes,Yes,No Curfew,19-05-2026,Available
934,sahakar nagar,13.06,77.58,3.36,7797,Triple,Boys,3,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,5,Both,No,No,Yes,11:00 PM,07-05-2026,Available
935,rt nagar,13.022,77.594,1.48,11439,Double,Girls,3,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,4,Veg,No,Yes,No,10:00 PM,04-05-2026,Full
936,sahakar nagar,13.06,77.58,3.36,7661,Triple,Boys,2,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,4,Veg,No,Yes,No,10:00 PM,16-05-2026,Full
937,horamavu,13.03,77.67,8.12,11836,Double,Girls,2,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,4,Non-Veg,No,No,Yes,9:00 PM,29-04-2026,Available
938,hennur,13.05,77.64,5.06,10804,Double,Boys,2,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,5,Both,No,Yes,Yes,10:00 PM,20-05-2026,Full
939,yelahanka,13.1,77.596,7.22,9662,Single,Co-ed,3,Yes,No,No,No,No,Yes,No,No,No,No,Yes,4,Non-Veg,Yes,Yes,No,11:00 PM,17-05-2026,Full
940,nagawara,13.04,77.62,2.61,10386,Double,Co-ed,3,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,1,Veg,No,No,No,11:00 PM,24-04-2026,Available
941,thanisandra,13.05,77.62,3.05,8546,Double,Boys,3,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,2,Veg,Yes,No,Yes,9:00 PM,20-05-2026,Full
942,kalyan nagar,13.025,77.64,4.9,15153,Single,Co-ed,3,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,2,Veg,No,No,Yes,9:00 PM,23-04-2026,Full
943,horamavu,13.03,77.67,8.12,9157,Double,Co-ed,2,No,Yes,No,No,No,No,No,No,Yes,No,Yes,4,Non-Veg,Yes,No,Yes,9:00 PM,21-04-2026,Available
944,kothanur,13.06,77.65,6.5,6441,Double,Co-ed,3,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,5,Non-Veg,No,Yes,No,No Curfew,04-05-2026,Full
945,jakkur,13.08,77.6,5.01,10454,Double,Boys,2,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,3,Both,No,Yes,Yes,11:00 PM,23-04-2026,Full
946,vidyaranyapura,13.08,77.55,7.22,6949,Triple,Boys,3,No,No,No,No,No,No,No,Yes,No,Yes,Yes,2,Both,No,Yes,No,10:00 PM,18-05-2026,Available
947,bagalur,13.12,77.65,11.12,6470,Double,Co-ed,3,No,Yes,No,No,No,Yes,No,No,No,No,Yes,5,Non-Veg,No,Yes,No,10:00 PM,04-05-2026,Full
948,hebbal,13.035,77.597,0,5533,Triple,Co-ed,2,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,5,Both,No,Yes,Yes,11:00 PM,04-05-2026,Full
949,kothanur,13.06,77.65,6.5,17138,Single,Girls,3,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,1,Both,No,No,Yes,No Curfew,02-05-2026,Full
950,vidyaranyapura,13.08,77.55,7.22,15062,Single,Girls,3,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,3,Veg,Yes,Yes,No,10:00 PM,15-05-2026,Available
951,nagawara,13.04,77.62,2.61,8526,Double,Girls,2,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,3,Veg,No,Yes,Yes,9:00 PM,06-05-2026,Full
952,kalyan nagar,13.025,77.64,4.9,5446,Triple,Boys,2,Yes,No,No,Yes,No,No,No,No,No,No,Yes,5,Both,Yes,Yes,No,No Curfew,24-04-2026,Full
953,kothanur,13.06,77.65,6.5,7505,Triple,Girls,2,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,5,Both,Yes,No,Yes,9:00 PM,30-04-2026,Available
954,kodigehalli,13.07,77.58,4.32,13318,Single,Co-ed,3,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,3,Veg,No,Yes,No,10:00 PM,10-05-2026,Available
955,yelahanka,13.1,77.596,7.22,17050,Single,Boys,2,No,No,No,No,No,No,No,Yes,Yes,No,Yes,5,Veg,No,Yes,No,No Curfew,05-05-2026,Full
956,hebbal,13.035,77.597,0,10275,Double,Co-ed,2,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,4,Non-Veg,No,Yes,No,No Curfew,02-05-2026,Full
957,kodigehalli,13.07,77.58,4.32,8200,Double,Girls,2,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,4,Both,No,No,No,9:00 PM,19-05-2026,Available
958,sahakar nagar,13.06,77.58,3.36,7178,Triple,Girls,2,No,No,Yes,No,No,No,No,Yes,No,No,Yes,2,Non-Veg,No,No,No,10:00 PM,04-05-2026,Full
959,kothanur,13.06,77.65,6.5,4324,Triple,Girls,2,No,No,No,No,No,No,No,Yes,No,No,Yes,2,Both,No,Yes,Yes,11:00 PM,20-05-2026,Full
960,kodigehalli,13.07,77.58,4.32,4874,Triple,Co-ed,3,No,No,No,Yes,No,No,No,No,No,No,Yes,1,Veg,No,No,Yes,9:00 PM,29-04-2026,Available
961,kalyan nagar,13.025,77.64,4.9,11545,Single,Co-ed,3,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,2,Both,No,Yes,Yes,11:00 PM,04-05-2026,Full
962,nagawara,13.04,77.62,2.61,5012,Triple,Co-ed,2,No,No,No,No,No,Yes,No,No,No,No,Yes,1,Non-Veg,Yes,No,No,No Curfew,05-05-2026,Full
963,bagalur,13.12,77.65,11.12,8039,Double,Girls,3,No,No,No,No,No,No,No,No,Yes,No,Yes,5,Non-Veg,Yes,No,No,10:00 PM,25-04-2026,Full
964,kammanahalli,13.02,77.635,4.53,6033,Triple,Co-ed,3,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,5,Both,No,Yes,Yes,10:00 PM,28-04-2026,Full
965,hennur,13.05,77.64,5.06,4201,Triple,Boys,2,No,No,No,No,No,No,No,Yes,No,No,Yes,4,Both,Yes,No,Yes,No Curfew,26-04-2026,Full
966,rt nagar,13.022,77.594,1.48,8074,Double,Co-ed,2,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3,Non-Veg,No,Yes,Yes,9:00 PM,02-05-2026,Full
967,yelahanka,13.1,77.596,7.22,8273,Double,Co-ed,3,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,3,Both,Yes,No,Yes,9:00 PM,10-05-2026,Full
968,horamavu,13.03,77.67,8.12,14581,Single,Boys,3,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,2,Veg,No,Yes,No,9:00 PM,29-04-2026,Available
969,hennur,13.05,77.64,5.06,7911,Triple,Co-ed,3,Yes,No,No,Yes,No,No,No,No,No,No,Yes,1,Non-Veg,No,No,No,No Curfew,16-05-2026,Full
970,bagalur,13.12,77.65,11.12,7621,Triple,Girls,2,No,No,Yes,No,No,No,No,No,Yes,No,Yes,2,Veg,Yes,Yes,Yes,No Curfew,08-05-2026,Full
971,bagalur,13.12,77.65,11.12,15974,Single,Co-ed,2,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,1,Non-Veg,Yes,Yes,No,9:00 PM,20-05-2026,Available
972,hennur,13.05,77.64,5.06,11769,Double,Girls,3,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,4,Veg,Yes,Yes,No,No Curfew,08-05-2026,Full
973,vidyaranyapura,13.08,77.55,7.22,6106,Double,Girls,3,Yes,No,No,No,No,Yes,No,No,No,No,Yes,4,Non-Veg,No,Yes,Yes,11:00 PM,12-05-2026,Available
974,hennur,13.05,77.64,5.06,4803,Triple,Co-ed,3,No,No,No,No,No,No,No,No,No,No,Yes,2,Non-Veg,Yes,Yes,Yes,10:00 PM,21-04-2026,Full
975,hebbal,13.035,77.597,0,5426,Triple,Girls,2,No,No,No,No,No,No,No,Yes,No,No,Yes,1,Veg,Yes,Yes,No,No Curfew,15-05-2026,Available
976,nagawara,13.04,77.62,2.61,6470,Double,Girls,2,Yes,No,No,No,No,No,No,No,No,No,Yes,3,Both,Yes,No,Yes,11:00 PM,30-04-2026,Available
977,yelahanka,13.1,77.596,7.22,7160,Triple,Boys,3,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,3,Non-Veg,Yes,Yes,No,9:00 PM,06-05-2026,Full
978,jakkur,13.08,77.6,5.01,7610,Triple,Girls,3,Yes,Yes,No,No,No,No,No,No,No,No,Yes,5,Veg,No,No,No,9:00 PM,19-05-2026,Available
979,jakkur,13.08,77.6,5.01,11701,Double,Co-ed,3,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,5,Non-Veg,No,No,No,10:00 PM,14-05-2026,Available
980,hebbal,13.035,77.597,0,10908,Double,Co-ed,3,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,4,Both,No,Yes,Yes,11:00 PM,05-05-2026,Full
981,kothanur,13.06,77.65,6.5,6674,Triple,Boys,2,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,4,Both,No,Yes,No,11:00 PM,21-04-2026,Available
982,jakkur,13.08,77.6,5.01,17706,Single,Co-ed,2,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,1,Both,No,Yes,No,11:00 PM,28-04-2026,Full
983,vidyaranyapura,13.08,77.55,7.22,17301,Single,Co-ed,2,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,3,Both,No,No,Yes,No Curfew,14-05-2026,Full
984,thanisandra,13.05,77.62,3.05,9653,Double,Co-ed,3,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,2,Both,No,Yes,Yes,9:00 PM,09-05-2026,Full
985,kalyan nagar,13.025,77.64,4.9,14802,Single,Girls,2,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,2,Non-Veg,No,Yes,No,9:00 PM,04-05-2026,Available
986,jakkur,13.08,77.6,5.01,5470,Triple,Co-ed,2,No,Yes,No,No,Yes,No,No,No,No,No,Yes,5,Veg,Yes,No,Yes,10:00 PM,03-05-2026,Available
987,yelahanka,13.1,77.596,7.22,9422,Double,Girls,3,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,4,Veg,No,No,No,10:00 PM,29-04-2026,Full
988,rt nagar,13.022,77.594,1.48,7522,Triple,Boys,2,No,No,No,No,No,No,No,No,No,No,Yes,4,Non-Veg,No,Yes,Yes,10:00 PM,13-05-2026,Full
989,kodigehalli,13.07,77.58,4.32,14049,Single,Girls,2,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,2,Both,No,Yes,No,10:00 PM,29-04-2026,Available
990,kothanur,13.06,77.65,6.5,6374,Triple,Boys,3,No,No,No,No,No,No,No,No,Yes,No,Yes,3,Both,Yes,No,No,No Curfew,29-04-2026,Available
991,hebbal,13.035,77.597,0,19133,Single,Co-ed,2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,4,Non-Veg,No,No,No,10:00 PM,06-05-2026,Available
992,kothanur,13.06,77.65,6.5,7680,Triple,Boys,3,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,5,Veg,Yes,No,No,No Curfew,11-05-2026,Available
993,hebbal,13.035,77.597,0,9679,Single,Girls,3,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,1,Both,No,No,No,9:00 PM,07-05-2026,Full
994,nagawara,13.04,77.62,2.61,8233,Double,Girls,2,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Veg,No,Yes,Yes,11:00 PM,10-05-2026,Available
995,hebbal,13.035,77.597,0,11635,Double,Girls,2,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,4,Veg,Yes,Yes,Yes,No Curfew,07-05-2026,Available
996,bagalur,13.12,77.65,11.12,19130,Single,Co-ed,2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,5,Both,No,No,No,11:00 PM,20-05-2026,Available
997,hebbal,13.035,77.597,0,8235,Double,Girls,3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,1,Both,No,Yes,Yes,9:00 PM,24-04-2026,Full
998,jakkur,13.08,77.6,5.01,19085,Single,Boys,3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,5,Both,Yes,No,Yes,10:00 PM,17-05-2026,Available
999,vidyaranyapura,13.08,77.55,7.22,6220,Triple,Co-ed,2,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,5,Non-Veg,No,Yes,Yes,No Curfew,26-04-2026,Available
1000,hebbal,13.035,77.597,0,10549,Double,Boys,2,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,2,Both,Yes,No,No,11:00 PM,03-05-2026,Available
